label,source,subclass,generator,split,image_id,variant,face_present,face_px
1,sid_tampered,tampered,unknown,train,88e76c43999d58ae,clean,1,506.6878967285156
1,sid_tampered,tampered,unknown,train,88e76c43999d58ae,blur05,1,507.7392578125
1,sid_tampered,tampered,unknown,train,88e76c43999d58ae,blur10,1,511.6820983886719
1,sid_tampered,tampered,unknown,train,88e76c43999d58ae,crop08,1,635.1397094726562
1,sid_tampered,tampered,unknown,train,b4149e5f2ea7b679,clean,1,209.42730712890625
1,sid_tampered,tampered,unknown,train,b4149e5f2ea7b679,jpeg70,1,209.13323974609375
1,sid_tampered,tampered,unknown,train,b4149e5f2ea7b679,blur05,1,209.2628173828125
1,sid_tampered,tampered,unknown,train,b4149e5f2ea7b679,crop08,1,244.69866943359375
1,sid_tampered,tampered,unknown,train,0a5b9878b62d71fb,clean,1,157.99334716796875
1,sid_tampered,tampered,unknown,train,0a5b9878b62d71fb,jpeg90,1,157.98336791992188
1,sid_tampered,tampered,unknown,train,0a5b9878b62d71fb,resize025,1,157.5323944091797
1,sid_tampered,tampered,unknown,train,0a5b9878b62d71fb,crop08,1,195.7874755859375
1,sid_tampered,tampered,unknown,train,007300823a069693,clean,1,203.6894989013672
1,sid_tampered,tampered,unknown,train,007300823a069693,resize025,1,198.9957275390625
1,sid_tampered,tampered,unknown,train,007300823a069693,noise01,1,204.82789611816406
1,sid_tampered,tampered,unknown,train,007300823a069693,jitter02,1,199.66934204101562
1,sid_tampered,tampered,unknown,train,afc08e8d5dfd2140,clean,1,151.87400817871094
1,sid_tampered,tampered,unknown,train,afc08e8d5dfd2140,jpeg50,1,151.19485473632812
1,sid_tampered,tampered,unknown,train,afc08e8d5dfd2140,blur05,1,151.89710998535156
1,sid_tampered,tampered,unknown,train,afc08e8d5dfd2140,noise005,1,153.03648376464844
1,sid_tampered,tampered,unknown,train,c9b916f72d64ba6a,clean,1,91.3851547241211
1,sid_tampered,tampered,unknown,train,c9b916f72d64ba6a,jpeg90,1,91.35054016113281
1,sid_tampered,tampered,unknown,train,c9b916f72d64ba6a,noise005,1,94.28678894042969
1,sid_tampered,tampered,unknown,train,c9b916f72d64ba6a,jitter02,1,92.10626983642578
1,sid_tampered,tampered,unknown,train,485e47d1c7cd362d,crop08,1,89.37051391601562
1,sid_tampered,tampered,unknown,train,cf0edeecdc17dd04,clean,1,76.59003448486328
1,sid_tampered,tampered,unknown,train,cf0edeecdc17dd04,jpeg30,1,76.03041076660156
1,sid_tampered,tampered,unknown,train,cf0edeecdc17dd04,noise002,1,76.72886657714844
1,sid_tampered,tampered,unknown,train,cf0edeecdc17dd04,noise01,1,78.22979736328125
1,sid_tampered,tampered,unknown,train,a3a41c43b72edc03,clean,1,196.8723602294922
1,sid_tampered,tampered,unknown,train,a3a41c43b72edc03,blur05,1,196.6085968017578
1,sid_tampered,tampered,unknown,train,a3a41c43b72edc03,noise01,1,200.6547088623047
1,sid_tampered,tampered,unknown,train,a3a41c43b72edc03,crop08,1,249.22567749023438
1,sid_tampered,tampered,unknown,train,d9d7d7d8534f9985,clean,1,100.29483795166016
1,sid_tampered,tampered,unknown,train,d9d7d7d8534f9985,blur10,1,100.21924591064453
1,sid_tampered,tampered,unknown,train,d9d7d7d8534f9985,resize05,1,100.39112854003906
1,sid_tampered,tampered,unknown,train,d9d7d7d8534f9985,noise005,1,96.20447540283203
1,sid_tampered,tampered,unknown,train,198f63394df7eee8,clean,1,268.889404296875
1,sid_tampered,tampered,unknown,train,198f63394df7eee8,jpeg90,1,268.7377624511719
1,sid_tampered,tampered,unknown,train,198f63394df7eee8,resize025,1,266.5577087402344
1,sid_tampered,tampered,unknown,train,198f63394df7eee8,noise005,1,279.42425537109375
1,sid_tampered,tampered,unknown,train,d6675b52d6c6b737,clean,1,301.9744873046875
1,sid_tampered,tampered,unknown,train,d6675b52d6c6b737,blur10,1,302.9834899902344
1,sid_tampered,tampered,unknown,train,d6675b52d6c6b737,resize025,1,299.2874450683594
1,sid_tampered,tampered,unknown,train,d6675b52d6c6b737,crop08,1,376.9912414550781
1,sid_tampered,tampered,unknown,train,594c74da3ecbc390,clean,1,88.84791564941406
1,sid_tampered,tampered,unknown,train,594c74da3ecbc390,blur20,1,88.5622787475586
1,sid_tampered,tampered,unknown,train,594c74da3ecbc390,noise005,1,90.23514556884766
1,sid_tampered,tampered,unknown,train,594c74da3ecbc390,crop08,1,109.87613677978516
1,sid_tampered,tampered,unknown,train,69c2f02b7c723bd5,clean,1,184.01026916503906
1,sid_tampered,tampered,unknown,train,69c2f02b7c723bd5,jpeg50,1,183.8788604736328
1,sid_tampered,tampered,unknown,train,69c2f02b7c723bd5,resize025,1,184.94154357910156
1,sid_tampered,tampered,unknown,train,69c2f02b7c723bd5,noise005,1,184.5774383544922
1,sid_tampered,tampered,unknown,train,6caadf21fd8e9a1e,clean,1,64.50177764892578
1,sid_tampered,tampered,unknown,train,6caadf21fd8e9a1e,blur20,1,65.49540710449219
1,sid_tampered,tampered,unknown,train,6caadf21fd8e9a1e,crop08,1,81.26868438720703
1,sid_tampered,tampered,unknown,train,c4c9966a34ef7ff7,clean,1,96.66472625732422
1,sid_tampered,tampered,unknown,train,c4c9966a34ef7ff7,jpeg70,1,96.47928619384766
1,sid_tampered,tampered,unknown,train,c4c9966a34ef7ff7,blur05,1,96.70809173583984
1,sid_tampered,tampered,unknown,train,f584a1139fae952d,blur05,1,64.14685821533203
1,sid_tampered,tampered,unknown,train,8712cb03e13b3103,clean,1,160.34657287597656
1,sid_tampered,tampered,unknown,train,8712cb03e13b3103,blur20,1,163.07781982421875
1,sid_tampered,tampered,unknown,train,8712cb03e13b3103,noise002,1,161.62423706054688
1,sid_tampered,tampered,unknown,train,8712cb03e13b3103,noise005,1,162.53147888183594
1,sid_tampered,tampered,unknown,train,7557dad26f3b6535,clean,1,324.6223449707031
1,sid_tampered,tampered,unknown,train,7557dad26f3b6535,jpeg90,1,324.3810119628906
1,sid_tampered,tampered,unknown,train,7557dad26f3b6535,blur05,1,324.4346008300781
1,sid_tampered,tampered,unknown,train,7557dad26f3b6535,noise005,1,326.0379943847656
1,sid_tampered,tampered,unknown,train,97a58e621637d7f3,crop08,1,69.21651458740234
1,sid_tampered,tampered,unknown,train,dd3df17c3d5998b2,clean,1,234.7877655029297
1,sid_tampered,tampered,unknown,train,dd3df17c3d5998b2,blur10,1,234.84288024902344
1,sid_tampered,tampered,unknown,train,dd3df17c3d5998b2,blur20,1,234.83187866210938
1,sid_tampered,tampered,unknown,train,822928fe39a1630c,clean,1,83.72689819335938
1,sid_tampered,tampered,unknown,train,822928fe39a1630c,jpeg30,1,82.48863983154297
1,sid_tampered,tampered,unknown,train,822928fe39a1630c,resize025,1,85.61487579345703
1,sid_tampered,tampered,unknown,train,822928fe39a1630c,crop08,1,102.27722930908203
1,sid_tampered,tampered,unknown,train,07d5192cd71512eb,clean,1,196.57667541503906
1,sid_tampered,tampered,unknown,train,07d5192cd71512eb,resize05,1,206.5262908935547
1,sid_tampered,tampered,unknown,train,07d5192cd71512eb,resize025,1,206.5137939453125
1,sid_tampered,tampered,unknown,train,07d5192cd71512eb,crop08,1,265.2120666503906
1,sid_tampered,tampered,unknown,train,271e0b73ffe162f2,clean,1,95.63396453857422
1,sid_tampered,tampered,unknown,train,271e0b73ffe162f2,jpeg90,1,95.42768096923828
1,sid_tampered,tampered,unknown,train,271e0b73ffe162f2,resize05,1,95.36883544921875
1,sid_tampered,tampered,unknown,train,271e0b73ffe162f2,noise01,1,92.96239471435547
1,sid_tampered,tampered,unknown,train,893b7b5615911783,clean,1,212.43907165527344
1,sid_tampered,tampered,unknown,train,893b7b5615911783,blur20,1,213.844482421875
1,sid_tampered,tampered,unknown,train,893b7b5615911783,resize025,1,212.6195526123047
1,sid_tampered,tampered,unknown,train,893b7b5615911783,jitter02,1,297.8840026855469
1,sid_tampered,tampered,unknown,train,8674cbb0e5ce76d5,clean,1,198.33665466308594
1,sid_tampered,tampered,unknown,train,8674cbb0e5ce76d5,jpeg70,1,196.7433624267578
1,sid_tampered,tampered,unknown,train,8674cbb0e5ce76d5,blur10,1,198.3190460205078
1,sid_tampered,tampered,unknown,train,8674cbb0e5ce76d5,noise002,1,198.0636444091797
1,sid_tampered,tampered,unknown,train,880dc7972ea90727,clean,1,149.83062744140625
1,sid_tampered,tampered,unknown,train,880dc7972ea90727,resize05,1,150.29290771484375
1,sid_tampered,tampered,unknown,train,880dc7972ea90727,noise002,1,150.1356201171875
1,sid_tampered,tampered,unknown,train,880dc7972ea90727,crop08,1,186.87503051757812
1,sid_tampered,tampered,unknown,train,0a602a658bed30c0,clean,1,181.27867126464844
1,sid_tampered,tampered,unknown,train,0a602a658bed30c0,blur20,1,178.989990234375
1,sid_tampered,tampered,unknown,train,0a602a658bed30c0,resize025,1,180.66256713867188
1,sid_tampered,tampered,unknown,train,0a602a658bed30c0,noise01,1,146.0863037109375
1,sid_tampered,tampered,unknown,train,28244226b7649959,clean,1,301.55401611328125
1,sid_tampered,tampered,unknown,train,28244226b7649959,jpeg90,1,302.5423889160156
1,sid_tampered,tampered,unknown,train,28244226b7649959,jpeg70,1,302.2690124511719
1,sid_tampered,tampered,unknown,train,28244226b7649959,noise01,1,304.0582275390625
1,sid_tampered,tampered,unknown,train,a0cc15ae78f3c49a,clean,1,277.1296691894531
1,sid_tampered,tampered,unknown,train,a0cc15ae78f3c49a,jpeg50,1,279.4852600097656
1,sid_tampered,tampered,unknown,train,a0cc15ae78f3c49a,jpeg30,1,277.9898986816406
1,sid_tampered,tampered,unknown,train,a0cc15ae78f3c49a,resize025,1,276.36566162109375
1,sid_tampered,tampered,unknown,train,118ff51f3c054f7a,clean,1,123.47651672363281
1,sid_tampered,tampered,unknown,train,118ff51f3c054f7a,jpeg90,1,123.2171401977539
1,sid_tampered,tampered,unknown,train,118ff51f3c054f7a,blur20,1,122.3516845703125
1,sid_tampered,tampered,unknown,train,118ff51f3c054f7a,resize05,1,122.83064270019531
1,sid_tampered,tampered,unknown,train,c7a7dc1c5927d300,clean,1,100.1353988647461
1,sid_tampered,tampered,unknown,train,c7a7dc1c5927d300,jpeg50,1,100.02912139892578
1,sid_tampered,tampered,unknown,train,c7a7dc1c5927d300,blur20,1,100.64307403564453
1,sid_tampered,tampered,unknown,train,c7a7dc1c5927d300,resize025,1,101.04708862304688
1,sid_tampered,tampered,unknown,train,fac5f9009abf4fd3,clean,1,123.68901824951172
1,sid_tampered,tampered,unknown,train,fac5f9009abf4fd3,jpeg70,1,123.77040100097656
1,sid_tampered,tampered,unknown,train,fac5f9009abf4fd3,blur05,1,123.68913269042969
1,sid_tampered,tampered,unknown,train,fac5f9009abf4fd3,crop08,1,157.887451171875
1,sid_tampered,tampered,unknown,train,3a6cfe2f372c8327,clean,1,83.118896484375
1,sid_tampered,tampered,unknown,train,3a6cfe2f372c8327,jpeg90,1,83.06649780273438
1,sid_tampered,tampered,unknown,train,3a6cfe2f372c8327,resize025,1,80.34239959716797
1,sid_tampered,tampered,unknown,train,3a6cfe2f372c8327,noise002,1,83.2406234741211
1,sid_tampered,tampered,unknown,train,d1c41edd224c752a,clean,1,192.27444458007812
1,sid_tampered,tampered,unknown,train,d1c41edd224c752a,jpeg30,1,191.30979919433594
1,sid_tampered,tampered,unknown,train,d1c41edd224c752a,resize025,1,187.7005157470703
1,sid_tampered,tampered,unknown,train,d1c41edd224c752a,noise002,1,192.83448791503906
1,sid_tampered,tampered,unknown,train,02dca40825e1e9fd,clean,1,135.67697143554688
1,sid_tampered,tampered,unknown,train,02dca40825e1e9fd,jpeg90,1,135.5752410888672
1,sid_tampered,tampered,unknown,train,02dca40825e1e9fd,jpeg70,1,135.95912170410156
1,sid_tampered,tampered,unknown,train,02dca40825e1e9fd,crop08,1,98.32593536376953
1,sid_tampered,tampered,unknown,train,545ad51e79182902,clean,1,108.2789306640625
1,sid_tampered,tampered,unknown,train,545ad51e79182902,blur05,1,108.27486419677734
1,sid_tampered,tampered,unknown,train,545ad51e79182902,resize05,1,108.98453521728516
1,sid_tampered,tampered,unknown,train,545ad51e79182902,noise005,1,106.72581481933594
1,sid_tampered,tampered,unknown,train,e8dda5115143e117,clean,1,74.50707244873047
1,sid_tampered,tampered,unknown,train,e8dda5115143e117,jpeg50,1,74.79046630859375
1,sid_tampered,tampered,unknown,train,e8dda5115143e117,blur10,1,74.60087585449219
1,sid_tampered,tampered,unknown,train,e8dda5115143e117,noise005,1,74.28301239013672
1,sid_tampered,tampered,unknown,train,bb3210d2a9693e0b,clean,1,131.4823455810547
1,sid_tampered,tampered,unknown,train,bb3210d2a9693e0b,blur10,1,131.66897583007812
1,sid_tampered,tampered,unknown,train,bb3210d2a9693e0b,blur20,1,133.30987548828125
1,sid_tampered,tampered,unknown,train,bb3210d2a9693e0b,noise01,1,131.06680297851562
1,sid_tampered,tampered,unknown,train,ca8e4768a595d782,jpeg70,1,88.77399444580078
1,sid_tampered,tampered,unknown,train,ca8e4768a595d782,noise002,1,89.30016326904297
1,sid_tampered,tampered,unknown,train,ca8e4768a595d782,jitter02,1,86.94271850585938
1,sid_tampered,tampered,unknown,train,d2f9d62bd58a44eb,clean,1,297.0603332519531
1,sid_tampered,tampered,unknown,train,d2f9d62bd58a44eb,resize05,1,298.64666748046875
1,sid_tampered,tampered,unknown,train,d2f9d62bd58a44eb,noise005,1,295.8059997558594
1,sid_tampered,tampered,unknown,train,d2f9d62bd58a44eb,crop08,1,324.8152770996094
1,sid_tampered,tampered,unknown,train,eac003cb24388039,clean,1,70.70016479492188
1,sid_tampered,tampered,unknown,train,eac003cb24388039,noise005,1,69.8890380859375
1,sid_tampered,tampered,unknown,train,eac003cb24388039,jitter02,1,70.78113555908203
1,sid_tampered,tampered,unknown,train,ceccf27823808777,clean,1,76.31831359863281
1,sid_tampered,tampered,unknown,train,ceccf27823808777,jpeg30,1,77.1139907836914
1,sid_tampered,tampered,unknown,train,ceccf27823808777,noise005,1,76.42280578613281
1,sid_tampered,tampered,unknown,train,ceccf27823808777,jitter02,1,75.8389892578125
1,sid_tampered,tampered,unknown,train,9476d642ab24e66d,clean,1,125.66370391845703
1,sid_tampered,tampered,unknown,train,9476d642ab24e66d,blur10,1,107.23066711425781
1,sid_tampered,tampered,unknown,train,9476d642ab24e66d,noise005,1,106.10359954833984
1,sid_tampered,tampered,unknown,train,9476d642ab24e66d,noise01,1,105.38621520996094
1,sid_tampered,tampered,unknown,train,17f91a87cecc106c,clean,1,204.34698486328125
1,sid_tampered,tampered,unknown,train,17f91a87cecc106c,jpeg50,1,203.88571166992188
1,sid_tampered,tampered,unknown,train,17f91a87cecc106c,noise01,1,206.60751342773438
1,sid_tampered,tampered,unknown,train,17f91a87cecc106c,crop08,1,261.2301940917969
1,sid_tampered,tampered,unknown,train,a9f9c127dace904b,clean,1,266.4250183105469
1,sid_tampered,tampered,unknown,train,a9f9c127dace904b,jpeg30,1,269.4058837890625
1,sid_tampered,tampered,unknown,train,a9f9c127dace904b,noise002,1,267.98492431640625
1,sid_tampered,tampered,unknown,train,a9f9c127dace904b,noise01,1,284.1081237792969
1,sid_tampered,tampered,unknown,train,71ce67ceb5391d78,clean,1,71.10568237304688
1,sid_tampered,tampered,unknown,train,71ce67ceb5391d78,jpeg90,1,71.3027114868164
1,sid_tampered,tampered,unknown,train,71ce67ceb5391d78,jpeg50,1,71.27531433105469
1,sid_tampered,tampered,unknown,train,71ce67ceb5391d78,resize025,1,67.3848876953125
1,sid_tampered,tampered,unknown,train,ef97c7998977b85f,clean,1,116.80606079101562
1,sid_tampered,tampered,unknown,train,ef97c7998977b85f,jpeg30,1,117.07980346679688
1,sid_tampered,tampered,unknown,train,ef97c7998977b85f,resize05,1,116.6850357055664
1,sid_tampered,tampered,unknown,train,ef97c7998977b85f,noise01,1,117.71208190917969
1,sid_tampered,tampered,unknown,train,1afb089abe6ba557,clean,1,94.39852142333984
1,sid_tampered,tampered,unknown,train,1afb089abe6ba557,resize05,1,94.38040161132812
1,sid_tampered,tampered,unknown,train,1afb089abe6ba557,noise002,1,94.37754821777344
1,sid_tampered,tampered,unknown,train,1afb089abe6ba557,crop08,1,91.43182373046875
1,sid_tampered,tampered,unknown,train,55b4388f34156911,clean,1,177.08140563964844
1,sid_tampered,tampered,unknown,train,55b4388f34156911,jpeg90,1,177.1245880126953
