label,source,subclass,generator,split,image_id,variant
0,sid_train,real,unknown,train,4265519740171862,clean
0,sid_train,real,unknown,train,4265519740171862,jpeg90
0,sid_train,real,unknown,train,4265519740171862,jpeg30
0,sid_train,real,unknown,train,4265519740171862,blur20
1,sid_train,full_synthetic,unknown,train,e27c0f2840a78249,clean
1,sid_train,full_synthetic,unknown,train,e27c0f2840a78249,jpeg50
1,sid_train,full_synthetic,unknown,train,e27c0f2840a78249,noise01
1,sid_train,full_synthetic,unknown,train,e27c0f2840a78249,jitter02
0,sid_train,real,unknown,train,fcca252904eef257,clean
0,sid_train,real,unknown,train,fcca252904eef257,blur05
0,sid_train,real,unknown,train,fcca252904eef257,resize05
0,sid_train,real,unknown,train,fcca252904eef257,noise005
0,sid_train,real,unknown,train,dabc7ec9e9f2ecbb,clean
0,sid_train,real,unknown,train,dabc7ec9e9f2ecbb,noise002
0,sid_train,real,unknown,train,dabc7ec9e9f2ecbb,noise005
0,sid_train,real,unknown,train,dabc7ec9e9f2ecbb,jitter02
0,sid_train,real,unknown,train,9b545874c676d9ba,clean
0,sid_train,real,unknown,train,9b545874c676d9ba,jpeg70
0,sid_train,real,unknown,train,9b545874c676d9ba,blur05
0,sid_train,real,unknown,train,9b545874c676d9ba,noise01
1,sid_train,full_synthetic,unknown,train,93d3818606a66fb9,clean
1,sid_train,full_synthetic,unknown,train,93d3818606a66fb9,resize05
1,sid_train,full_synthetic,unknown,train,93d3818606a66fb9,noise005
1,sid_train,full_synthetic,unknown,train,93d3818606a66fb9,jitter02
1,sid_train,full_synthetic,unknown,train,ab58309d6d8dd71c,clean
1,sid_train,full_synthetic,unknown,train,ab58309d6d8dd71c,jpeg70
1,sid_train,full_synthetic,unknown,train,ab58309d6d8dd71c,resize05
1,sid_train,full_synthetic,unknown,train,ab58309d6d8dd71c,noise01
1,sid_train,full_synthetic,unknown,train,47d1eb9c7a4a411d,clean
1,sid_train,full_synthetic,unknown,train,47d1eb9c7a4a411d,jpeg90
1,sid_train,full_synthetic,unknown,train,47d1eb9c7a4a411d,resize05
1,sid_train,full_synthetic,unknown,train,47d1eb9c7a4a411d,noise01
1,sid_train,full_synthetic,unknown,train,e4fca8d0a7d7325a,clean
1,sid_train,full_synthetic,unknown,train,e4fca8d0a7d7325a,blur05
1,sid_train,full_synthetic,unknown,train,e4fca8d0a7d7325a,noise005
1,sid_train,full_synthetic,unknown,train,e4fca8d0a7d7325a,jitter02
1,sid_train,full_synthetic,unknown,train,196ed2b499802eac,clean
1,sid_train,full_synthetic,unknown,train,196ed2b499802eac,jpeg70
1,sid_train,full_synthetic,unknown,train,196ed2b499802eac,jitter02
1,sid_train,full_synthetic,unknown,train,196ed2b499802eac,crop08
1,sid_train,full_synthetic,unknown,train,df685d55be59c091,clean
1,sid_train,full_synthetic,unknown,train,df685d55be59c091,jpeg50
1,sid_train,full_synthetic,unknown,train,df685d55be59c091,resize025
1,sid_train,full_synthetic,unknown,train,df685d55be59c091,noise01
1,sid_train,full_synthetic,unknown,train,24b92395c61352cb,clean
1,sid_train,full_synthetic,unknown,train,24b92395c61352cb,jpeg90
1,sid_train,full_synthetic,unknown,train,24b92395c61352cb,blur10
1,sid_train,full_synthetic,unknown,train,24b92395c61352cb,crop08
1,sid_train,full_synthetic,unknown,train,7341e11aeec05ad7,clean
1,sid_train,full_synthetic,unknown,train,7341e11aeec05ad7,jpeg90
1,sid_train,full_synthetic,unknown,train,7341e11aeec05ad7,noise01
1,sid_train,full_synthetic,unknown,train,7341e11aeec05ad7,jitter02
1,sid_train,full_synthetic,unknown,train,f76fc39b87c9080b,clean
1,sid_train,full_synthetic,unknown,train,f76fc39b87c9080b,jpeg90
1,sid_train,full_synthetic,unknown,train,f76fc39b87c9080b,blur20
1,sid_train,full_synthetic,unknown,train,f76fc39b87c9080b,noise002
0,sid_train,real,unknown,train,c641ea8f9b8fa10c,clean
0,sid_train,real,unknown,train,c641ea8f9b8fa10c,jpeg70
0,sid_train,real,unknown,train,c641ea8f9b8fa10c,noise002
0,sid_train,real,unknown,train,c641ea8f9b8fa10c,noise005
0,sid_train,real,unknown,train,826febc665b66bdd,clean
0,sid_train,real,unknown,train,826febc665b66bdd,blur10
0,sid_train,real,unknown,train,826febc665b66bdd,resize05
0,sid_train,real,unknown,train,826febc665b66bdd,crop08
1,sid_train,full_synthetic,unknown,train,11c85354371b0a49,clean
1,sid_train,full_synthetic,unknown,train,11c85354371b0a49,jpeg90
1,sid_train,full_synthetic,unknown,train,11c85354371b0a49,blur20
1,sid_train,full_synthetic,unknown,train,11c85354371b0a49,crop08
0,sid_train,real,unknown,train,bea4276f1ffe6f41,clean
0,sid_train,real,unknown,train,bea4276f1ffe6f41,jpeg50
0,sid_train,real,unknown,train,bea4276f1ffe6f41,jpeg30
0,sid_train,real,unknown,train,bea4276f1ffe6f41,blur20
1,sid_train,full_synthetic,unknown,train,151f25f7b5981a68,clean
1,sid_train,full_synthetic,unknown,train,151f25f7b5981a68,jpeg90
1,sid_train,full_synthetic,unknown,train,151f25f7b5981a68,jpeg50
1,sid_train,full_synthetic,unknown,train,151f25f7b5981a68,crop08
1,sid_train,full_synthetic,unknown,train,8e6b9156b781ad19,clean
1,sid_train,full_synthetic,unknown,train,8e6b9156b781ad19,jpeg70
1,sid_train,full_synthetic,unknown,train,8e6b9156b781ad19,resize025
1,sid_train,full_synthetic,unknown,train,8e6b9156b781ad19,noise005
0,sid_train,real,unknown,train,7ae3bde5c222adbb,clean
0,sid_train,real,unknown,train,7ae3bde5c222adbb,jpeg70
0,sid_train,real,unknown,train,7ae3bde5c222adbb,blur05
0,sid_train,real,unknown,train,7ae3bde5c222adbb,noise005
1,sid_train,full_synthetic,unknown,train,d5b703d6535e2bda,clean
1,sid_train,full_synthetic,unknown,train,d5b703d6535e2bda,blur10
1,sid_train,full_synthetic,unknown,train,d5b703d6535e2bda,blur20
1,sid_train,full_synthetic,unknown,train,d5b703d6535e2bda,crop08
1,sid_train,full_synthetic,unknown,train,698cbe742b1fc147,clean
1,sid_train,full_synthetic,unknown,train,698cbe742b1fc147,jpeg90
1,sid_train,full_synthetic,unknown,train,698cbe742b1fc147,blur10
1,sid_train,full_synthetic,unknown,train,698cbe742b1fc147,blur20
0,sid_train,real,unknown,train,f828ec8e295d2473,clean
0,sid_train,real,unknown,train,f828ec8e295d2473,jpeg50
0,sid_train,real,unknown,train,f828ec8e295d2473,blur20
0,sid_train,real,unknown,train,f828ec8e295d2473,noise002
1,sid_train,full_synthetic,unknown,train,5d99dc3be542387f,clean
1,sid_train,full_synthetic,unknown,train,5d99dc3be542387f,resize025
1,sid_train,full_synthetic,unknown,train,5d99dc3be542387f,noise002
1,sid_train,full_synthetic,unknown,train,5d99dc3be542387f,noise005
0,sid_train,real,unknown,train,004cc4262ab29db7,clean
0,sid_train,real,unknown,train,004cc4262ab29db7,jpeg30
0,sid_train,real,unknown,train,004cc4262ab29db7,blur05
0,sid_train,real,unknown,train,004cc4262ab29db7,noise002
1,sid_train,full_synthetic,unknown,train,bee42f5ec9e182a1,clean
1,sid_train,full_synthetic,unknown,train,bee42f5ec9e182a1,jpeg70
1,sid_train,full_synthetic,unknown,train,bee42f5ec9e182a1,jpeg50
1,sid_train,full_synthetic,unknown,train,bee42f5ec9e182a1,blur05
1,sid_train,full_synthetic,unknown,train,cc28af5fbe872153,clean
1,sid_train,full_synthetic,unknown,train,cc28af5fbe872153,jpeg50
1,sid_train,full_synthetic,unknown,train,cc28af5fbe872153,blur20
1,sid_train,full_synthetic,unknown,train,cc28af5fbe872153,noise005
1,sid_train,full_synthetic,unknown,train,be4f7072257f262a,clean
1,sid_train,full_synthetic,unknown,train,be4f7072257f262a,jpeg30
1,sid_train,full_synthetic,unknown,train,be4f7072257f262a,blur10
1,sid_train,full_synthetic,unknown,train,be4f7072257f262a,jitter02
1,sid_train,full_synthetic,unknown,train,1919a4b89a631a6e,clean
1,sid_train,full_synthetic,unknown,train,1919a4b89a631a6e,jpeg90
1,sid_train,full_synthetic,unknown,train,1919a4b89a631a6e,blur20
1,sid_train,full_synthetic,unknown,train,1919a4b89a631a6e,crop08
0,sid_train,real,unknown,train,3d5fee5178791655,clean
0,sid_train,real,unknown,train,3d5fee5178791655,jpeg70
0,sid_train,real,unknown,train,3d5fee5178791655,blur20
0,sid_train,real,unknown,train,3d5fee5178791655,noise002
1,sid_train,full_synthetic,unknown,train,51c9eb717abde41a,clean
1,sid_train,full_synthetic,unknown,train,51c9eb717abde41a,jpeg30
1,sid_train,full_synthetic,unknown,train,51c9eb717abde41a,blur05
1,sid_train,full_synthetic,unknown,train,51c9eb717abde41a,jitter02
1,sid_train,full_synthetic,unknown,train,1703625c590d72ff,clean
1,sid_train,full_synthetic,unknown,train,1703625c590d72ff,jpeg70
1,sid_train,full_synthetic,unknown,train,1703625c590d72ff,jpeg30
1,sid_train,full_synthetic,unknown,train,1703625c590d72ff,blur20
1,sid_train,full_synthetic,unknown,train,291ab18c5020ea9d,clean
1,sid_train,full_synthetic,unknown,train,291ab18c5020ea9d,jpeg70
1,sid_train,full_synthetic,unknown,train,291ab18c5020ea9d,jpeg30
1,sid_train,full_synthetic,unknown,train,291ab18c5020ea9d,noise005
0,sid_train,real,unknown,train,c3878e5300835a1d,clean
0,sid_train,real,unknown,train,c3878e5300835a1d,jpeg90
0,sid_train,real,unknown,train,c3878e5300835a1d,noise01
0,sid_train,real,unknown,train,c3878e5300835a1d,crop08
0,sid_train,real,unknown,train,91095a516aaf4ea7,clean
